Use Group,Use Header,Use Name,Zoning District,Permitted Value
III(B),Educational Institutions,"Colleges or universities, including professional schools but excluding business colleges or trade schools",C4,●
III(B),Educational Institutions,#Schools#,C4,●
III(B),Faith-based Institutions and Facilities,Houses of worship,C4,●
III(B),Faith-based Institutions and Facilities,Parish houses without sleeping accommodations,C4,●
III(B),Faith-based Institutions and Facilities,Seminaries without sleeping accommodations,C4,●
III(B),Health Institutions and Facilities,Ambulatory diagnostic or treatment health care facilities,C4,●P
III(B),Health Institutions and Facilities,"Non-profit or voluntary hospitals and related facilities, except animal hospitals",C4,●
III(B),Health Institutions and Facilities,"Proprietary hospitals and related facilities, except animal hospitals",C4,●
III(B),Other Institutions and Facilities,Community centers,C4,●
III(B),Other Institutions and Facilities,Libraries,C4,●
III(B),Other Institutions and Facilities,Museums,C4,●
III(B),Other Institutions and Facilities,Non-commercial art galleries,C4,●
III(B),Other Institutions and Facilities,Non-commercial clubs,C4,●P
III(B),Other Institutions and Facilities,Non-commercial recreation centers,C4,●
III(B),Other Institutions and Facilities,"Philanthropic or non-profit institutions without sleeping accommodations, excluding ambulatory diagnostic or treatment health care facilities",C4,●S
III(B),Other Institutions and Facilities,Welfare centers,C4,●
IV(A),Public Service Buildings,Court houses,C4,●
IV(A),Public Service Buildings,Fire or police stations,C4,●
IV(A),Other Facilities,Prisons,C4,●
IV(B),Communication Infrastructure,"Radio or television towers, non-#accessory#",C4,○
IV(B),Communication Infrastructure,Telephone exchanges or other communications equipment structures,C4,●P
IV(B),Electric and Gas Infrastructure,Electric power or steam generating plants,C4,–
IV(B),Electric and Gas Infrastructure,Electric utility substations,C4,●S     U
IV(B),Electric and Gas Infrastructure,Gas utility substations,C4,●S     U
IV(B),Electric and Gas Infrastructure,Public utility stations for oil or gas metering or regulating,C4,●
IV(B),Electric and Gas Infrastructure,"Terminal facilities at river crossings for access to electric, gas, or steam lines",C4,●
IV(B),"Sewage, Storm Water and Waste Infrastructure",Composting,C4,–
IV(B),"Sewage, Storm Water and Waste Infrastructure","Dumps, recycling or material recovery facilities, marine transfer stations for garbage or slag piles",C4,–
IV(B),"Sewage, Storm Water and Waste Infrastructure","Incineration or reduction of garbage, offal or dead animals",C4,–
IV(B),"Sewage, Storm Water and Waste Infrastructure",Radioactive waste disposal services involving the handling or storage of radioactive waste,C4,–
IV(B),"Sewage, Storm Water and Waste Infrastructure",Sewage disposal plants,C4,○
IV(B),"Sewage, Storm Water and Waste Infrastructure",Water or sewage pumping stations,C4,●
IV(B),Transportation Infrastructure,Airports,C4,–
IV(B),Transportation Infrastructure,Boat launching facilities for non-commercial pleasure boats,C4,●U
IV(B),Transportation Infrastructure,Bus stations,C4,○
IV(B),Transportation Infrastructure,Docks,C4,●S     P     U
IV(B),Transportation Infrastructure,"Freight terminals, yards or appurtenances, or facilities or services used or required in railroad operations, but not including passenger stations",C4,–
IV(B),Transportation Infrastructure,Heliports,C4,○
IV(B),Transportation Infrastructure,Mooring facilities for non-commercial pleasure boats,C4,●U
IV(B),Transportation Infrastructure,Public transit or railroad electric substations,C4,○
IV(B),Transportation Infrastructure,"Public transit yards, including #accessory# motor fuel pumps",C4,–
IV(B),Transportation Infrastructure,Railroad or transit rights-of-way,C4,●U
IV(B),Transportation Infrastructure,Railroad passenger stations,C4,○
IV(B),Transportation Infrastructure,Seaplane bases,C4,○
IV(B),Transportation Infrastructure,Truck weighing stations,C4,–
IV(C),Renewable Energy and Green Infrastructure,#Energy infrastructure equipment#,C4,●P     U
IV(C),Renewable Energy and Green Infrastructure,Public bicycle and micromobility parking,C4,●U
IV(C),Renewable Energy and Green Infrastructure,"Recycling, or organic material, receiving",C4,●S
V,Transient Accommodations,#Motels#,C4,●P
V,Transient Accommodations,Overnight camps,C4,○
V,Transient Accommodations,#Tourist cabins#,C4,●P
V,Transient Accommodations,#Transient hotels#,C4,●P
VI Retail,Motor Vehicle and Parts Dealer (441),Automobile dealers (4411),C4,●P
VI Retail,Motor Vehicle and Parts Dealer (441),Boat dealers (441222),C4,●P
VI Retail,Motor Vehicle and Parts Dealer (441),All other motor vehicle dealers (in 4412),C4,●P
VI Retail,Motor Vehicle and Parts Dealer (441),"Automotive parts, accessories and tire retailers (4413)",C4,●
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),"Lumber yards, retail (in 444180)",C4,●
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),All other building material and supplies dealers (in 4441),C4,●
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),Lawn and garden equipment and supplies retailers (4442),C4,●U
VI Retail,Food and Beverage Retailers (445),Grocery and convenience retailers (4451),C4,●
VI Retail,Food and Beverage Retailers (445),Specialty food retailers (4452),C4,●
VI Retail,Food and Beverage Retailers (445),"Beer, wine and liquor retailers (4453)",C4,●
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Furniture and home furnishing retailers (4491),C4,●
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Electronics and appliance retailers (4492),C4,●
VI Retail,General Merchandise Retailers (455),Department stores (4551),C4,●
VI Retail,General Merchandise Retailers (455),"Warehouse clubs, supercenters, and other general merchandise retailers (4552)",C4,●
VI Retail,Health and Personal Care Retailers (456),Health and personal care retailers (4561),C4,●
VI Retail,Gasoline Stations and Fuel Dealers (457),#Automotive service stations#,C4,○
VI Retail,Gasoline Stations and Fuel Dealers (457),Electric vehicle charging and battery swapping,C4,●U
VI Retail,Gasoline Stations and Fuel Dealers (457),Boat fuel sales,C4,●P     U
VI Retail,Gasoline Stations and Fuel Dealers (457),Fuel dealers (4572),C4,–
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)",Clothing and clothing accessories retailers (4581),C4,●
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)",Shoe retailers (4582),C4,●
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)","Jewelry, luggage, and leather goods retailers (4583)",C4,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Sporting goods retailers (45911),C4,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",All other hobby and musical instrument retailers (in 4591),C4,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Book retailers,C4,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",News dealers,C4,●U
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Florists (4593),C4,●U
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)","Office supplies, stationary, and gift retailers (4594)",C4,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Used merchandise retailers (4595),C4,●
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Miscellaneous retailers (4599),C4,●
VI Services,Postal Service (491) / Couriers and Messengers (492),Postal service (4911),C4,●
VI Services,Postal Service (491) / Couriers and Messengers (492),Couriers and express delivery services (4921),C4,●
VI Services,Postal Service (491) / Couriers and Messengers (492),Local messengers and local delivery (4922),C4,●
VI Services,Telecommunications (517),Wired and wireless telecommunications (5171),C4,●
VI Services,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services (518)","Computing infrastructure providers, data processing, web hosting, and related services (5182)",C4,●
VI Services,Credit Intermediation and Related Activities (522),"Savings, loan and other financial services (5221, 5222 and 5223)",C4,●
VI Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities (523)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)",C4,●
VI Services,Insurance Carriers and Related Activities (524),Insurance carriers and related activities (5241 and 5242),C4,●
VI Services,"Funds, Trusts and Other Financial Vehicles (525)","Funds, trusts and other financial vehicles (5251 and 5259)",C4,●
VI Services,Real Estate (531),"Real estate (5311, 5312, and 5313)",C4,●
VI Services,Rental and Leasing Services (532),Automotive equipment rental and leasing (5321),C4,●
VI Services,Rental and Leasing Services (532),Consumer electronics and appliances rental (53221),C4,●
VI Services,Rental and Leasing Services (532),Recreational goods rental (532284),C4,●
VI Services,Rental and Leasing Services (532),All other consumer goods rentals (in 5322),C4,●
VI Services,Rental and Leasing Services (532),General rental centers (5323),C4,●
VI Services,Rental and Leasing Services (532),Commercial and industrial machinery and equipment rental and leasing (5324),C4,●
VI Services,"Professional, Scientific, and Technical Services (541)",Veterinary services (54194),C4,●P
VI Services,"Professional, Scientific, and Technical Services (541)","All other professional, scientific, and technical services (in 541)",C4,●
VI Services,Management of Companies and Enterprises (551),Management of companies and enterprises (5511),C4,●
VI Services,Administrative and Support Services (561),Travel and reservation services (5615),C4,●
VI Services,Administrative and Support Services (561),Carpet and upholstery cleaning services (56174),C4,–
VI Services,Administrative and Support Services (561),All other services to buildings and dwellings (in 5617),C4,●
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),C4,●
VI Services,Educational Services (611),Business schools and computer and management training (6114),C4,●
VI Services,Educational Services (611),Technical and trade schools (6115),C4,●P
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),C4,●
VI Services,Food Services and Drinking Places (722),Special food services (7223),C4,●
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),C4,●P     U
VI Services,Repair and Maintenance (811),#Heavy motor vehicle repair and maintenance shops#,C4,–
VI Services,Repair and Maintenance (811),#Light motor vehicle repair and maintenance shops#,C4,○
VI Services,Repair and Maintenance (811),Car washes (811192),C4,–
VI Services,Repair and Maintenance (811),Electronic and precision equipment repair and maintenance (8112),C4,●
VI Services,Repair and Maintenance (811),Commercial and industrial machinery and equipment repair and maintenance (8113),C4,–
VI Services,Repair and Maintenance (811),Bicycle repair,C4,●
VI Services,Repair and Maintenance (811),Recreational boat repair,C4,●P     U
VI Services,Repair and Maintenance (811),Home and garden equipment and appliance repair and maintenance (81141),C4,–
VI Services,Repair and Maintenance (811),All other personal and household goods repair and maintenance (in 8114),C4,●
VI Services,Personal and Laundry Services (812),#Health and fitness establishments#,C4,●P     U
VI Services,Personal and Laundry Services (812),All other personal care services (in 8121),C4,●
VI Services,Personal and Laundry Services (812),Funeral homes and funeral services (81221),C4,●
VI Services,Personal and Laundry Services (812),Crematoriums,C4,–
VI Services,Personal and Laundry Services (812),Personal laundry services,C4,●
